community_id,n_nodes,n_edges,n_fraud_nodes,fraud_density,fraud_edge_ratio,high_risk_edge_ratio,drain_ratio,total_amount,avg_amount,avg_degree,density,internal_ratio,ring_score,ring_label
95758,3,2,0,0.0,0.0,1.0,0.0,912721.72,456360.86,0.667,0.333333,1.0,0.3,HIGH_RISK
95747,4,3,0,0.0,0.0,0.6667,0.3333,1822238.81,607412.94,0.75,0.25,1.0,0.3,HIGH_RISK
95899,3,2,0,0.0,0.0,1.0,0.0,573391.04,286695.52,0.667,0.333333,1.0,0.3,HIGH_RISK
95884,3,2,0,0.0,0.0,0.5,0.5,607319.95,303659.97,0.667,0.333333,1.0,0.3,HIGH_RISK
95851,3,2,0,0.0,0.0,0.5,0.5,389361.87,194680.93,0.667,0.333333,1.0,0.3,HIGH_RISK
75017,6,5,0,0.0,0.0,0.8,0.2,1389263.07,277852.61,0.833,0.166667,1.0,0.3,HIGH_RISK
74989,3,2,0,0.0,0.0,0.5,0.5,277262.77,138631.39,0.667,0.333333,1.0,0.3,HIGH_RISK
74981,5,4,0,0.0,0.0,0.75,0.25,645204.41,161301.1,0.8,0.2,1.0,0.3,HIGH_RISK
74946,5,4,0,0.0,0.0,0.75,0.25,532523.38,133130.85,0.8,0.2,1.0,0.3,HIGH_RISK
75104,3,2,0,0.0,0.0,0.5,0.5,1297502.28,648751.14,0.667,0.333333,1.0,0.3,HIGH_RISK
161919,3,2,0,0.0,0.0,1.0,0.0,1177972.53,588986.27,0.667,0.333333,1.0,0.3,HIGH_RISK
161908,3,2,0,0.0,0.0,1.0,0.0,160696.53,80348.26,0.667,0.333333,1.0,0.3,HIGH_RISK
161873,3,2,0,0.0,0.0,0.5,0.5,573769.88,286884.94,0.667,0.333333,1.0,0.3,HIGH_RISK
3986,3,2,0,0.0,0.0,0.5,0.5,1542738.05,771369.03,0.667,0.333333,1.0,0.3,HIGH_RISK
3976,3,2,0,0.0,0.0,0.5,0.5,222645.8,111322.9,0.667,0.333333,1.0,0.3,HIGH_RISK
4119,3,2,0,0.0,0.0,0.5,0.5,430293.63,215146.82,0.667,0.333333,1.0,0.3,HIGH_RISK
161798,4,3,0,0.0,0.0,1.0,0.0,1172322.81,390774.27,0.75,0.25,1.0,0.3,HIGH_RISK
161677,3,2,0,0.0,0.0,0.5,0.5,322426.79,161213.4,0.667,0.333333,1.0,0.3,HIGH_RISK
161648,3,2,0,0.0,0.0,0.5,0.5,466724.37,233362.18,0.667,0.333333,1.0,0.3,HIGH_RISK
161633,3,2,0,0.0,0.0,0.5,0.5,372010.57,186005.29,0.667,0.333333,1.0,0.3,HIGH_RISK
161565,3,2,0,0.0,0.0,1.0,0.0,389215.14,194607.57,0.667,0.333333,1.0,0.3,HIGH_RISK
161560,3,2,0,0.0,0.0,0.5,0.5,220198.52,110099.26,0.667,0.333333,1.0,0.3,HIGH_RISK
4285,3,2,0,0.0,0.0,0.5,0.5,461377.84,230688.92,0.667,0.333333,1.0,0.3,HIGH_RISK
4106,3,2,0,0.0,0.0,1.0,0.0,561520.44,280760.22,0.667,0.333333,1.0,0.3,HIGH_RISK
4096,3,2,0,0.0,0.0,1.0,0.0,1598659.39,799329.7,0.667,0.333333,1.0,0.3,HIGH_RISK
4084,6,5,0,0.0,0.0,0.6,0.4,543606.06,108721.21,0.833,0.166667,1.0,0.3,HIGH_RISK
75231,3,2,0,0.0,0.0,1.0,0.0,613166.05,306583.03,0.667,0.333333,1.0,0.3,HIGH_RISK
75221,3,2,0,0.0,0.0,1.0,0.0,328450.49,164225.24,0.667,0.333333,1.0,0.3,HIGH_RISK
75201,3,2,0,0.0,0.0,1.0,0.0,396036.64,198018.32,0.667,0.333333,1.0,0.3,HIGH_RISK
75183,3,2,0,0.0,0.0,1.0,0.0,2580637.23,1290318.61,0.667,0.333333,1.0,0.3,HIGH_RISK
75136,3,2,0,0.0,0.0,1.0,0.0,387030.56,193515.28,0.667,0.333333,1.0,0.3,HIGH_RISK
75386,4,3,0,0.0,0.0,0.6667,0.3333,411434.5,137144.83,0.75,0.25,1.0,0.3,HIGH_RISK
75373,3,2,0,0.0,0.0,0.5,0.5,461773.01,230886.51,0.667,0.333333,1.0,0.3,HIGH_RISK
33892,3,2,0,0.0,0.0,1.0,0.0,936848.23,468424.11,0.667,0.333333,1.0,0.3,HIGH_RISK
75334,3,2,0,0.0,0.0,0.5,0.5,2692004.73,1346002.36,0.667,0.333333,1.0,0.3,HIGH_RISK
92957,4,3,0,0.0,0.0,0.6667,0.3333,181234.35,60411.45,0.75,0.25,1.0,0.3,HIGH_RISK
92919,3,2,0,0.0,0.0,0.5,0.5,681621.18,340810.59,0.667,0.333333,1.0,0.3,HIGH_RISK
81409,4,3,0,0.0,0.0,0.6667,0.3333,634072.02,211357.34,0.75,0.25,1.0,0.3,HIGH_RISK
81402,3,2,0,0.0,0.0,0.5,0.5,195842.93,97921.46,0.667,0.333333,1.0,0.3,HIGH_RISK
75073,3,2,0,0.0,0.0,1.0,0.0,524436.95,262218.47,0.667,0.333333,1.0,0.3,HIGH_RISK
75048,4,3,0,0.0,0.0,0.6667,0.3333,2350821.75,783607.25,0.75,0.25,1.0,0.3,HIGH_RISK
4199,3,2,0,0.0,0.0,1.0,0.0,736800.46,368400.23,0.667,0.333333,1.0,0.3,HIGH_RISK
95625,3,2,0,0.0,0.0,0.5,0.5,205481.86,102740.93,0.667,0.333333,1.0,0.3,HIGH_RISK
95617,3,2,0,0.0,0.0,0.5,0.5,543387.02,271693.51,0.667,0.333333,1.0,0.3,HIGH_RISK
95606,4,3,0,0.0,0.0,1.0,0.0,1167045.16,389015.05,0.75,0.25,1.0,0.3,HIGH_RISK
95593,3,2,0,0.0,0.0,1.0,0.0,2365785.03,1182892.52,0.667,0.333333,1.0,0.3,HIGH_RISK
75237,3,2,0,0.0,0.0,0.5,0.5,402363.06,201181.53,0.667,0.333333,1.0,0.3,HIGH_RISK
3968,4,3,0,0.0,0.0,1.0,0.0,374806.41,124935.47,0.75,0.25,1.0,0.3,HIGH_RISK
3956,4,3,0,0.0,0.0,0.6667,0.3333,1898629.03,632876.34,0.75,0.25,1.0,0.3,HIGH_RISK
3946,3,2,0,0.0,0.0,0.5,0.5,681792.92,340896.46,0.667,0.333333,1.0,0.3,HIGH_RISK
4110,3,2,0,0.0,0.0,0.5,0.5,466350.57,233175.29,0.667,0.333333,1.0,0.3,HIGH_RISK
3880,3,2,0,0.0,0.0,0.5,0.5,648939.4,324469.7,0.667,0.333333,1.0,0.3,HIGH_RISK
3874,3,2,0,0.0,0.0,0.5,0.5,412451.8,206225.9,0.667,0.333333,1.0,0.3,HIGH_RISK
3866,4,3,0,0.0,0.0,0.6667,0.3333,883190.83,294396.94,0.75,0.25,1.0,0.3,HIGH_RISK
3863,3,2,0,0.0,0.0,0.5,0.5,205294.87,102647.43,0.667,0.333333,1.0,0.3,HIGH_RISK
3840,3,2,0,0.0,0.0,1.0,0.0,398883.09,199441.55,0.667,0.333333,1.0,0.3,HIGH_RISK
3837,3,2,0,0.0,0.0,0.5,0.5,163054.82,81527.41,0.667,0.333333,1.0,0.3,HIGH_RISK
162287,3,2,0,0.0,0.0,1.0,0.0,283816.09,141908.04,0.667,0.333333,1.0,0.3,HIGH_RISK
75596,3,2,0,0.0,0.0,1.0,0.0,303616.26,151808.13,0.667,0.333333,1.0,0.3,HIGH_RISK
33663,3,2,0,0.0,0.0,0.5,0.5,255210.9,127605.45,0.667,0.333333,1.0,0.3,HIGH_RISK
75563,3,2,0,0.0,0.0,0.5,0.5,344062.61,172031.3,0.667,0.333333,1.0,0.3,HIGH_RISK
162081,3,2,0,0.0,0.0,0.5,0.5,460888.38,230444.19,0.667,0.333333,1.0,0.3,HIGH_RISK
162079,3,2,0,0.0,0.0,1.0,0.0,959063.12,479531.56,0.667,0.333333,1.0,0.3,HIGH_RISK
161979,3,2,0,0.0,0.0,0.5,0.5,401024.26,200512.13,0.667,0.333333,1.0,0.3,HIGH_RISK
161969,3,2,0,0.0,0.0,0.5,0.5,545345.11,272672.55,0.667,0.333333,1.0,0.3,HIGH_RISK
162407,3,2,0,0.0,0.0,0.5,0.5,205795.7,102897.85,0.667,0.333333,1.0,0.3,HIGH_RISK
162349,3,2,0,0.0,0.0,1.0,0.0,391654.45,195827.22,0.667,0.333333,1.0,0.3,HIGH_RISK
3818,3,2,0,0.0,0.0,0.5,0.5,434444.55,217222.28,0.667,0.333333,1.0,0.3,HIGH_RISK
33637,3,2,0,0.0,0.0,1.0,0.0,702830.75,351415.38,0.667,0.333333,1.0,0.3,HIGH_RISK
3783,4,3,0,0.0,0.0,0.6667,0.3333,720803.43,240267.81,0.75,0.25,1.0,0.3,HIGH_RISK
3750,3,2,0,0.0,0.0,0.5,0.5,278855.59,139427.79,0.667,0.333333,1.0,0.3,HIGH_RISK
75286,4,3,0,0.0,0.0,0.6667,0.3333,829392.84,276464.28,0.75,0.25,1.0,0.3,HIGH_RISK
75242,3,2,0,0.0,0.0,0.5,0.5,51364.79,25682.4,0.667,0.333333,1.0,0.3,HIGH_RISK
95711,3,2,0,0.0,0.0,0.5,0.5,439325.87,219662.93,0.667,0.333333,1.0,0.3,HIGH_RISK
95492,3,2,0,0.0,0.0,0.5,0.5,673969.42,336984.71,0.667,0.333333,1.0,0.3,HIGH_RISK
3742,3,2,0,0.0,0.0,0.5,0.5,501886.31,250943.15,0.667,0.333333,1.0,0.3,HIGH_RISK
3729,5,4,0,0.0,0.0,0.75,0.25,415087.84,103771.96,0.8,0.2,1.0,0.3,HIGH_RISK
3920,3,2,0,0.0,0.0,0.5,0.5,515300.39,257650.2,0.667,0.333333,1.0,0.3,HIGH_RISK
3893,3,2,0,0.0,0.0,0.5,0.5,391628.26,195814.13,0.667,0.333333,1.0,0.3,HIGH_RISK
3665,3,2,0,0.0,0.0,0.5,0.5,264263.32,132131.66,0.667,0.333333,1.0,0.3,HIGH_RISK
3663,3,2,0,0.0,0.0,1.0,0.0,2003165.6,1001582.8,0.667,0.333333,1.0,0.3,HIGH_RISK
3648,3,2,0,0.0,0.0,1.0,0.0,165776.38,82888.19,0.667,0.333333,1.0,0.3,HIGH_RISK
3637,4,3,0,0.0,0.0,0.6667,0.3333,233238.91,77746.3,0.75,0.25,1.0,0.3,HIGH_RISK
162782,3,2,0,0.0,0.0,0.5,0.5,83420.74,41710.37,0.667,0.333333,1.0,0.3,HIGH_RISK
162635,3,2,0,0.0,0.0,1.0,0.0,171357.99,85678.99,0.667,0.333333,1.0,0.3,HIGH_RISK
75500,3,2,0,0.0,0.0,0.5,0.5,405137.21,202568.61,0.667,0.333333,1.0,0.3,HIGH_RISK
75427,3,2,0,0.0,0.0,0.5,0.5,840811.0,420405.5,0.667,0.333333,1.0,0.3,HIGH_RISK
75425,3,2,0,0.0,0.0,1.0,0.0,429419.89,214709.95,0.667,0.333333,1.0,0.3,HIGH_RISK
75413,3,2,0,0.0,0.0,0.5,0.5,541995.92,270997.96,0.667,0.333333,1.0,0.3,HIGH_RISK
75605,3,2,0,0.0,0.0,0.5,0.5,26697.3,13348.65,0.667,0.333333,1.0,0.3,HIGH_RISK
75624,3,2,0,0.0,0.0,1.0,0.0,504525.21,252262.6,0.667,0.333333,1.0,0.3,HIGH_RISK
162490,3,2,0,0.0,0.0,0.5,0.5,372510.91,186255.46,0.667,0.333333,1.0,0.3,HIGH_RISK
162895,4,3,0,0.0,0.0,0.6667,0.3333,400324.54,133441.51,0.75,0.25,1.0,0.3,HIGH_RISK
162802,3,2,0,0.0,0.0,0.5,0.5,243771.98,121885.99,0.667,0.333333,1.0,0.3,HIGH_RISK
3631,3,2,0,0.0,0.0,1.0,0.0,11871.6,5935.8,0.667,0.333333,1.0,0.3,HIGH_RISK
3620,4,3,0,0.0,0.0,0.6667,0.3333,290732.53,96910.84,0.75,0.25,1.0,0.3,HIGH_RISK
3611,3,2,0,0.0,0.0,0.5,0.5,189351.68,94675.84,0.667,0.333333,1.0,0.3,HIGH_RISK
3593,3,2,0,0.0,0.0,0.5,0.5,237905.41,118952.71,0.667,0.333333,1.0,0.3,HIGH_RISK
3573,3,2,0,0.0,0.0,1.0,0.0,115994.71,57997.35,0.667,0.333333,1.0,0.3,HIGH_RISK
3570,3,2,0,0.0,0.0,0.5,0.5,770820.45,385410.22,0.667,0.333333,1.0,0.3,HIGH_RISK
3720,3,2,0,0.0,0.0,0.5,0.5,154904.79,77452.39,0.667,0.333333,1.0,0.3,HIGH_RISK
75551,3,2,0,0.0,0.0,0.5,0.5,377307.84,188653.92,0.667,0.333333,1.0,0.3,HIGH_RISK
75543,3,2,0,0.0,0.0,0.5,0.5,202666.51,101333.26,0.667,0.333333,1.0,0.3,HIGH_RISK
75525,3,2,0,0.0,0.0,1.0,0.0,229988.07,114994.04,0.667,0.333333,1.0,0.3,HIGH_RISK
75514,3,2,0,0.0,0.0,0.5,0.5,499018.49,249509.24,0.667,0.333333,1.0,0.3,HIGH_RISK
95544,3,2,0,0.0,0.0,1.0,0.0,508430.93,254215.46,0.667,0.333333,1.0,0.3,HIGH_RISK
3717,3,2,0,0.0,0.0,1.0,0.0,291137.75,145568.88,0.667,0.333333,1.0,0.3,HIGH_RISK
3699,6,5,0,0.0,0.0,0.8,0.2,888487.27,177697.45,0.833,0.166667,1.0,0.3,HIGH_RISK
3690,3,2,0,0.0,0.0,1.0,0.0,493454.89,246727.45,0.667,0.333333,1.0,0.3,HIGH_RISK
3527,4,3,0,0.0,0.0,0.6667,0.3333,526389.86,175463.29,0.75,0.25,1.0,0.3,HIGH_RISK
163158,3,2,0,0.0,0.0,0.5,0.5,292563.74,146281.87,0.667,0.333333,1.0,0.3,HIGH_RISK
163156,3,2,0,0.0,0.0,1.0,0.0,706689.54,353344.77,0.667,0.333333,1.0,0.3,HIGH_RISK
163060,3,2,0,0.0,0.0,1.0,0.0,606857.84,303428.92,0.667,0.333333,1.0,0.3,HIGH_RISK
75940,3,2,0,0.0,0.0,0.5,0.5,969139.4,484569.7,0.667,0.333333,1.0,0.3,HIGH_RISK
75684,3,2,0,0.0,0.0,1.0,0.0,253209.68,126604.84,0.667,0.333333,1.0,0.3,HIGH_RISK
75672,3,2,0,0.0,0.0,0.5,0.5,177936.27,88968.14,0.667,0.333333,1.0,0.3,HIGH_RISK
75670,3,2,0,0.0,0.0,1.0,0.0,346123.01,173061.51,0.667,0.333333,1.0,0.3,HIGH_RISK
75656,3,2,0,0.0,0.0,0.5,0.5,359295.85,179647.92,0.667,0.333333,1.0,0.3,HIGH_RISK
75638,3,2,0,0.0,0.0,1.0,0.0,643033.15,321516.58,0.667,0.333333,1.0,0.3,HIGH_RISK
75635,3,2,0,0.0,0.0,0.5,0.5,932376.47,466188.23,0.667,0.333333,1.0,0.3,HIGH_RISK
75628,3,2,0,0.0,0.0,0.5,0.5,346858.69,173429.35,0.667,0.333333,1.0,0.3,HIGH_RISK
75626,3,2,0,0.0,0.0,1.0,0.0,303216.8,151608.4,0.667,0.333333,1.0,0.3,HIGH_RISK
3437,3,2,0,0.0,0.0,1.0,0.0,448716.32,224358.16,0.667,0.333333,1.0,0.3,HIGH_RISK
3423,3,2,0,0.0,0.0,0.5,0.5,702526.82,351263.41,0.667,0.333333,1.0,0.3,HIGH_RISK
3418,3,2,0,0.0,0.0,0.5,0.5,469741.17,234870.58,0.667,0.333333,1.0,0.3,HIGH_RISK
3413,3,2,0,0.0,0.0,1.0,0.0,66078.21,33039.11,0.667,0.333333,1.0,0.3,HIGH_RISK
3405,3,2,0,0.0,0.0,1.0,0.0,401261.66,200630.83,0.667,0.333333,1.0,0.3,HIGH_RISK
3374,3,2,0,0.0,0.0,1.0,0.0,219497.44,109748.72,0.667,0.333333,1.0,0.3,HIGH_RISK
3554,3,2,0,0.0,0.0,0.5,0.5,335864.41,167932.21,0.667,0.333333,1.0,0.3,HIGH_RISK
3552,3,2,0,0.0,0.0,1.0,0.0,131250.08,65625.04,0.667,0.333333,1.0,0.3,HIGH_RISK
75611,3,2,0,0.0,0.0,1.0,0.0,30930.85,15465.42,0.667,0.333333,1.0,0.3,HIGH_RISK
75792,3,2,0,0.0,0.0,1.0,0.0,149834.02,74917.01,0.667,0.333333,1.0,0.3,HIGH_RISK
75778,3,2,0,0.0,0.0,1.0,0.0,554050.49,277025.24,0.667,0.333333,1.0,0.3,HIGH_RISK
33594,4,3,0,0.0,0.0,0.6667,0.3333,196396.03,65465.34,0.75,0.25,1.0,0.3,HIGH_RISK
75759,3,2,0,0.0,0.0,1.0,0.0,426969.49,213484.74,0.667,0.333333,1.0,0.3,HIGH_RISK
75734,3,2,0,0.0,0.0,1.0,0.0,4603778.75,2301889.38,0.667,0.333333,1.0,0.3,HIGH_RISK
75717,5,4,0,0.0,0.0,0.75,0.25,494876.08,123719.02,0.8,0.2,1.0,0.3,HIGH_RISK
75690,3,2,0,0.0,0.0,0.5,0.5,357431.61,178715.8,0.667,0.333333,1.0,0.3,HIGH_RISK
3288,3,2,0,0.0,0.0,0.5,0.5,188901.97,94450.99,0.667,0.333333,1.0,0.3,HIGH_RISK
163746,3,2,0,0.0,0.0,1.0,0.0,248784.23,124392.12,0.667,0.333333,1.0,0.3,HIGH_RISK
163521,3,2,0,0.0,0.0,1.0,0.0,1296314.92,648157.46,0.667,0.333333,1.0,0.3,HIGH_RISK
163466,3,2,0,0.0,0.0,0.5,0.5,217252.55,108626.28,0.667,0.333333,1.0,0.3,HIGH_RISK
163405,3,2,0,0.0,0.0,0.5,0.5,99277.03,49638.51,0.667,0.333333,1.0,0.3,HIGH_RISK
163377,3,2,0,0.0,0.0,0.5,0.5,477397.37,238698.68,0.667,0.333333,1.0,0.3,HIGH_RISK
163290,3,2,0,0.0,0.0,1.0,0.0,564306.07,282153.04,0.667,0.333333,1.0,0.3,HIGH_RISK
75859,3,2,0,0.0,0.0,1.0,0.0,445396.7,222698.35,0.667,0.333333,1.0,0.3,HIGH_RISK
95416,3,2,0,0.0,0.0,1.0,0.0,583032.5,291516.25,0.667,0.333333,1.0,0.3,HIGH_RISK
95415,3,2,0,0.0,0.0,1.0,0.0,305600.53,152800.27,0.667,0.333333,1.0,0.3,HIGH_RISK
95413,4,3,0,0.0,0.0,0.6667,0.3333,443943.6,147981.2,0.75,0.25,1.0,0.3,HIGH_RISK
95412,3,2,0,0.0,0.0,0.5,0.5,321494.46,160747.23,0.667,0.333333,1.0,0.3,HIGH_RISK
162982,3,2,0,0.0,0.0,1.0,0.0,1028458.88,514229.44,0.667,0.333333,1.0,0.3,HIGH_RISK
162966,3,2,0,0.0,0.0,1.0,0.0,453119.19,226559.6,0.667,0.333333,1.0,0.3,HIGH_RISK
3450,3,2,0,0.0,0.0,1.0,0.0,260151.99,130075.99,0.667,0.333333,1.0,0.3,HIGH_RISK
3446,4,3,0,0.0,0.0,0.6667,0.3333,314411.69,104803.9,0.75,0.25,1.0,0.3,HIGH_RISK
76283,3,2,0,0.0,0.0,1.0,0.0,169215.08,84607.54,0.667,0.333333,1.0,0.3,HIGH_RISK
76256,3,2,0,0.0,0.0,1.0,0.0,298468.3,149234.15,0.667,0.333333,1.0,0.3,HIGH_RISK
76246,3,2,0,0.0,0.0,1.0,0.0,133662.98,66831.49,0.667,0.333333,1.0,0.3,HIGH_RISK
76240,4,3,0,0.0,0.0,1.0,0.0,546952.45,182317.48,0.75,0.25,1.0,0.3,HIGH_RISK
76197,3,2,0,0.0,0.0,0.5,0.5,587322.42,293661.21,0.667,0.333333,1.0,0.3,HIGH_RISK
76171,3,2,0,0.0,0.0,0.5,0.5,1229952.92,614976.46,0.667,0.333333,1.0,0.3,HIGH_RISK
76083,3,2,0,0.0,0.0,0.5,0.5,439612.12,219806.06,0.667,0.333333,1.0,0.3,HIGH_RISK
76071,3,2,0,0.0,0.0,0.5,0.5,371428.14,185714.07,0.667,0.333333,1.0,0.3,HIGH_RISK
95291,3,2,0,0.0,0.0,0.5,0.5,271302.76,135651.38,0.667,0.333333,1.0,0.3,HIGH_RISK
95286,3,2,0,0.0,0.0,0.5,0.5,679520.49,339760.24,0.667,0.333333,1.0,0.3,HIGH_RISK
95371,3,2,0,0.0,0.0,1.0,0.0,92044.9,46022.45,0.667,0.333333,1.0,0.3,HIGH_RISK
95362,3,2,0,0.0,0.0,0.5,0.5,125836.95,62918.48,0.667,0.333333,1.0,0.3,HIGH_RISK
95347,3,2,0,0.0,0.0,0.5,0.5,421580.32,210790.16,0.667,0.333333,1.0,0.3,HIGH_RISK
95339,4,3,0,0.0,0.0,0.6667,0.3333,674720.37,224906.79,0.75,0.25,1.0,0.3,HIGH_RISK
76035,5,4,0,0.0,0.0,1.0,0.0,264432.26,66108.07,0.8,0.2,1.0,0.3,HIGH_RISK
3311,4,3,0,0.0,0.0,1.0,0.0,5491367.03,1830455.68,0.75,0.25,1.0,0.3,HIGH_RISK
95227,3,2,0,0.0,0.0,1.0,0.0,459352.91,229676.45,0.667,0.333333,1.0,0.3,HIGH_RISK
95226,3,2,0,0.0,0.0,1.0,0.0,268465.41,134232.71,0.667,0.333333,1.0,0.3,HIGH_RISK
95213,3,2,0,0.0,0.0,0.5,0.5,415724.65,207862.33,0.667,0.333333,1.0,0.3,HIGH_RISK
95206,3,2,0,0.0,0.0,1.0,0.0,355689.29,177844.64,0.667,0.333333,1.0,0.3,HIGH_RISK
3458,3,2,0,0.0,0.0,0.5,0.5,439503.62,219751.81,0.667,0.333333,1.0,0.3,HIGH_RISK
163831,3,2,0,0.0,0.0,1.0,0.0,339797.35,169898.67,0.667,0.333333,1.0,0.3,HIGH_RISK
163810,3,2,0,0.0,0.0,1.0,0.0,496081.54,248040.77,0.667,0.333333,1.0,0.3,HIGH_RISK
3270,3,2,0,0.0,0.0,1.0,0.0,141386.25,70693.12,0.667,0.333333,1.0,0.3,HIGH_RISK
3243,3,2,0,0.0,0.0,0.5,0.5,413176.71,206588.35,0.667,0.333333,1.0,0.3,HIGH_RISK
3214,3,2,0,0.0,0.0,1.0,0.0,61259.42,30629.71,0.667,0.333333,1.0,0.3,HIGH_RISK
3175,3,2,0,0.0,0.0,1.0,0.0,1138750.17,569375.08,0.667,0.333333,1.0,0.3,HIGH_RISK
3169,3,2,0,0.0,0.0,1.0,0.0,892440.15,446220.08,0.667,0.333333,1.0,0.3,HIGH_RISK
3339,4,3,0,0.0,0.0,0.6667,0.3333,2852874.18,950958.06,0.75,0.25,1.0,0.3,HIGH_RISK
3324,3,2,0,0.0,0.0,0.5,0.5,507059.59,253529.79,0.667,0.333333,1.0,0.3,HIGH_RISK
3318,3,2,0,0.0,0.0,1.0,0.0,597234.07,298617.04,0.667,0.333333,1.0,0.3,HIGH_RISK
95204,3,2,0,0.0,0.0,0.5,0.5,517161.07,258580.54,0.667,0.333333,1.0,0.3,HIGH_RISK
76437,3,2,0,0.0,0.0,1.0,0.0,227552.02,113776.01,0.667,0.333333,1.0,0.3,HIGH_RISK
76403,4,3,0,0.0,0.0,0.6667,0.3333,468864.77,156288.26,0.75,0.25,1.0,0.3,HIGH_RISK
3142,3,2,0,0.0,0.0,0.5,0.5,131721.0,65860.5,0.667,0.333333,1.0,0.3,HIGH_RISK
3119,3,2,0,0.0,0.0,1.0,0.0,221759.28,110879.64,0.667,0.333333,1.0,0.3,HIGH_RISK
3104,3,2,0,0.0,0.0,0.5,0.5,455174.39,227587.2,0.667,0.333333,1.0,0.3,HIGH_RISK
164097,3,2,0,0.0,0.0,0.5,0.5,247180.02,123590.01,0.667,0.333333,1.0,0.3,HIGH_RISK
163863,3,2,0,0.0,0.0,0.5,0.5,1125194.77,562597.39,0.667,0.333333,1.0,0.3,HIGH_RISK
163837,3,2,0,0.0,0.0,0.5,0.5,265308.33,132654.17,0.667,0.333333,1.0,0.3,HIGH_RISK
76383,3,2,0,0.0,0.0,1.0,0.0,248040.34,124020.17,0.667,0.333333,1.0,0.3,HIGH_RISK
76348,4,3,0,0.0,0.0,0.6667,0.3333,626159.91,208719.97,0.75,0.25,1.0,0.3,HIGH_RISK
76341,3,2,0,0.0,0.0,0.5,0.5,337907.06,168953.53,0.667,0.333333,1.0,0.3,HIGH_RISK
76579,3,2,0,0.0,0.0,0.5,0.5,289452.97,144726.48,0.667,0.333333,1.0,0.3,HIGH_RISK
76567,3,2,0,0.0,0.0,1.0,0.0,438102.09,219051.05,0.667,0.333333,1.0,0.3,HIGH_RISK
76557,5,4,0,0.0,0.0,0.75,0.25,23628393.51,5907098.38,0.8,0.2,1.0,0.3,HIGH_RISK
76542,4,3,0,0.0,0.0,1.0,0.0,2496923.88,832307.96,0.75,0.25,1.0,0.3,HIGH_RISK
95238,3,2,0,0.0,0.0,0.5,0.5,338589.95,169294.98,0.667,0.333333,1.0,0.3,HIGH_RISK
2939,3,2,0,0.0,0.0,1.0,0.0,292197.04,146098.52,0.667,0.333333,1.0,0.3,HIGH_RISK
3064,3,2,0,0.0,0.0,0.5,0.5,310482.86,155241.43,0.667,0.333333,1.0,0.3,HIGH_RISK
3051,4,3,0,0.0,0.0,0.6667,0.3333,534184.23,178061.41,0.75,0.25,1.0,0.3,HIGH_RISK
3032,4,3,0,0.0,0.0,1.0,0.0,591233.07,197077.69,0.75,0.25,1.0,0.3,HIGH_RISK
3024,3,2,0,0.0,0.0,1.0,0.0,390672.94,195336.47,0.667,0.333333,1.0,0.3,HIGH_RISK
3022,3,2,0,0.0,0.0,1.0,0.0,349386.6,174693.3,0.667,0.333333,1.0,0.3,HIGH_RISK
3020,3,2,0,0.0,0.0,1.0,0.0,128156.55,64078.28,0.667,0.333333,1.0,0.3,HIGH_RISK
3158,4,3,0,0.0,0.0,0.6667,0.3333,643555.17,214518.39,0.75,0.25,1.0,0.3,HIGH_RISK
89356,3,2,0,0.0,0.0,0.5,0.5,343768.91,171884.46,0.667,0.333333,1.0,0.3,HIGH_RISK
89347,4,3,0,0.0,0.0,0.6667,0.3333,709211.17,236403.72,0.75,0.25,1.0,0.3,HIGH_RISK
89336,3,2,0,0.0,0.0,0.5,0.5,491233.43,245616.71,0.667,0.333333,1.0,0.3,HIGH_RISK
95194,3,2,0,0.0,0.0,0.5,0.5,177559.05,88779.53,0.667,0.333333,1.0,0.3,HIGH_RISK
95186,3,2,0,0.0,0.0,0.5,0.5,79200.59,39600.29,0.667,0.333333,1.0,0.3,HIGH_RISK
95141,3,2,0,0.0,0.0,1.0,0.0,383347.58,191673.79,0.667,0.333333,1.0,0.3,HIGH_RISK
95135,3,2,0,0.0,0.0,0.5,0.5,600946.5,300473.25,0.667,0.333333,1.0,0.3,HIGH_RISK
76440,3,2,0,0.0,0.0,0.5,0.5,1019397.27,509698.64,0.667,0.333333,1.0,0.3,HIGH_RISK
89303,3,2,0,0.0,0.0,0.5,0.5,122533.03,61266.51,0.667,0.333333,1.0,0.3,HIGH_RISK
88861,3,2,0,0.0,0.0,1.0,0.0,151448.02,75724.01,0.667,0.333333,1.0,0.3,HIGH_RISK
88808,3,2,0,0.0,0.0,1.0,0.0,576146.55,288073.28,0.667,0.333333,1.0,0.3,HIGH_RISK
88794,3,2,0,0.0,0.0,1.0,0.0,487465.75,243732.88,0.667,0.333333,1.0,0.3,HIGH_RISK
88761,3,2,0,0.0,0.0,1.0,0.0,746743.57,373371.79,0.667,0.333333,1.0,0.3,HIGH_RISK
164285,3,2,0,0.0,0.0,0.5,0.5,411632.78,205816.39,0.667,0.333333,1.0,0.3,HIGH_RISK
164262,3,2,0,0.0,0.0,0.5,0.5,628955.84,314477.92,0.667,0.333333,1.0,0.3,HIGH_RISK
164211,3,2,0,0.0,0.0,0.5,0.5,10191563.43,5095781.72,0.667,0.333333,1.0,0.3,HIGH_RISK
76648,3,2,0,0.0,0.0,0.5,0.5,591562.71,295781.35,0.667,0.333333,1.0,0.3,HIGH_RISK
